reading_id,node_id,timestamp,consumption_mwh,generation_mwh,net_flow_mwh,voltage_kv,frequency_hz,power_factor,temperature_c,is_peak_demand,outage_flag
RDG0002101,NODE0016,2023-01-05T01:00:00Z,1566.382,194.919,1205.54,59.74,49.932,0.81,0.4,False,False
RDG0002102,NODE0045,2023-11-24T00:00:00Z,12.613,40.479,0.14,120.96,49.789,0.76,37.8,False,False
RDG0002103,NODE0021,2023-06-13T21:00:00Z,693.264,740.861,-155.976,118.71,49.876,0.965,25.9,False,False
RDG0002104,NODE0011,2023-10-27T21:00:00Z,377.44,188.766,-366.482,372.76,50.035,0.835,-2.3,False,False
RDG0002105,NODE0016,2023-05-05T11:00:00Z,42.17,182.591,-1296.809,99.0,50.117,0.807,33.9,False,False
RDG0002106,NODE0018,2023-07-20T06:00:00Z,67.283,467.783,-173.361,201.11,50.025,0.972,-9.5,False,False
RDG0002107,NODE0022,2023-08-08T04:00:00Z,20.947,7.977,14.417,106.53,49.558,0.981,7.8,False,False
RDG0002108,NODE0045,2023-02-17T09:00:00Z,11.963,56.892,4.591,99.08,50.289,0.996,1.7,True,False
RDG0002109,NODE0012,2023-10-23T06:00:00Z,1783.935,1302.08,1513.446,101.82,49.967,0.805,41.7,False,False
RDG0002110,NODE0047,2023-12-12T14:00:00Z,493.949,23.835,212.74,434.29,49.978,0.981,14.4,False,False
RDG0002111,NODE0036,2023-09-04T18:00:00Z,65.246,471.589,22.189,33.75,50.124,0.949,-2.6,True,False
RDG0002112,NODE0006,2023-01-26T15:00:00Z,379.962,469.43,203.419,100.18,49.77,0.919,37.8,False,False
RDG0002113,NODE0049,2023-09-08T10:00:00Z,888.778,751.317,151.117,10.72,50.342,0.857,-1.2,False,True
RDG0002114,NODE0016,2023-10-04T08:00:00Z,371.149,988.296,-1538.175,112.95,50.383,0.949,42.0,True,False
RDG0002115,NODE0019,2023-11-02T17:00:00Z,70.959,157.976,-100.471,207.19,50.425,0.995,28.4,True,False
RDG0002116,NODE0044,2023-11-27T16:00:00Z,1169.553,1310.296,63.268,235.05,50.29,0.814,40.3,False,False
RDG0002117,NODE0028,2023-01-24T11:00:00Z,200.944,211.495,93.531,63.54,50.097,0.95,1.4,False,False
RDG0002118,NODE0050,2023-10-25T23:00:00Z,259.465,111.589,-392.525,72.27,50.393,0.775,-4.5,False,False
RDG0002119,NODE0038,2023-12-31T07:00:00Z,20.623,1.911,-1.573,202.59,49.788,0.983,2.5,True,True
RDG0002120,NODE0001,2023-02-19T23:00:00Z,90.734,223.999,-277.921,36.22,49.637,0.798,22.5,False,False
RDG0002121,NODE0046,2023-07-27T15:00:00Z,1480.783,473.34,177.143,35.83,49.841,0.929,31.1,False,False
RDG0002122,NODE0005,2023-12-17T11:00:00Z,415.362,282.337,-72.222,101.83,50.026,0.887,16.6,False,False
RDG0002123,NODE0043,2023-07-18T01:00:00Z,6.281,48.665,-29.547,366.16,49.7,0.931,21.7,False,False
RDG0002124,NODE0026,2023-07-28T20:00:00Z,181.639,380.552,-51.251,72.24,49.891,0.938,7.9,True,False
RDG0002125,NODE0044,2023-10-30T23:00:00Z,974.207,886.457,-270.682,375.42,50.042,0.993,37.1,False,False
RDG0002126,NODE0010,2023-05-18T10:00:00Z,183.978,55.584,-207.02,30.09,49.917,0.846,-2.7,False,False
RDG0002127,NODE0027,2023-08-09T06:00:00Z,576.54,515.585,-150.943,66.09,49.831,0.916,18.8,False,False
RDG0002128,NODE0021,2023-08-12T18:00:00Z,682.836,325.674,234.462,30.36,49.755,0.858,-9.7,True,True
RDG0002129,NODE0025,2023-12-24T13:00:00Z,771.844,900.843,-627.427,35.04,49.791,0.764,-6.1,False,False
RDG0002130,NODE0023,2023-06-24T07:00:00Z,157.216,74.429,-274.046,70.77,49.569,0.878,23.6,True,False
RDG0002131,NODE0001,2023-04-09T02:00:00Z,398.673,414.344,298.422,215.89,50.498,0.754,32.7,False,False
RDG0002132,NODE0031,2023-01-29T14:00:00Z,95.874,59.431,-29.955,10.8,50.382,0.825,41.5,False,False
RDG0002133,NODE0014,2023-12-16T23:00:00Z,768.885,72.661,714.808,415.49,49.549,0.903,19.4,False,True
RDG0002134,NODE0039,2023-07-09T18:00:00Z,1329.513,378.519,140.186,99.27,50.138,0.956,16.2,True,False
RDG0002135,NODE0037,2023-11-29T10:00:00Z,237.867,480.806,-1507.462,11.12,49.71,0.847,4.9,False,True
RDG0002136,NODE0020,2023-08-05T22:00:00Z,1383.446,702.091,847.939,421.61,49.992,0.997,43.6,False,True
RDG0002137,NODE0037,2023-08-08T17:00:00Z,878.392,1126.772,485.667,10.45,50.388,0.896,24.5,True,False
RDG0002138,NODE0003,2023-04-06T19:00:00Z,295.182,193.927,219.538,67.54,49.647,0.968,37.1,True,False
RDG0002139,NODE0006,2023-08-30T12:00:00Z,540.794,356.316,88.204,63.78,50.111,0.968,15.8,False,False
RDG0002140,NODE0010,2023-01-28T21:00:00Z,105.903,262.488,-99.058,65.47,50.033,0.865,23.5,False,False
RDG0002141,NODE0043,2023-07-30T18:00:00Z,6.216,83.82,-62.548,439.47,50.023,0.79,-9.8,True,False
RDG0002142,NODE0049,2023-03-30T03:00:00Z,1472.871,561.696,347.043,429.9,50.014,0.984,-4.2,False,False
RDG0002143,NODE0011,2023-06-17T01:00:00Z,515.616,175.233,-258.621,394.35,50.143,0.931,10.7,False,False
RDG0002144,NODE0049,2023-07-11T02:00:00Z,290.935,737.208,-552.602,35.83,49.599,0.996,0.6,False,True
RDG0002145,NODE0025,2023-10-03T00:00:00Z,314.321,1020.725,-821.983,411.38,49.586,0.773,34.7,False,False
RDG0002146,NODE0030,2023-12-08T18:00:00Z,198.509,1033.73,-977.771,70.27,50.063,0.854,20.2,True,True
RDG0002147,NODE0027,2023-04-15T06:00:00Z,381.147,744.552,147.489,11.34,49.95,0.876,21.9,False,False
RDG0002148,NODE0011,2023-06-05T15:00:00Z,375.948,659.785,330.81,114.59,49.816,0.818,34.0,False,False
RDG0002149,NODE0041,2023-11-02T20:00:00Z,37.483,598.72,-151.564,109.25,50.081,0.926,-6.1,True,False
RDG0002150,NODE0027,2023-12-05T21:00:00Z,507.988,327.686,-341.189,241.51,50.041,0.921,36.4,False,False
RDG0002151,NODE0030,2023-12-18T00:00:00Z,87.999,773.946,-337.211,224.51,50.081,0.842,44.3,False,False
RDG0002152,NODE0011,2023-10-04T11:00:00Z,659.187,167.511,449.039,110.26,49.705,0.756,-1.4,False,True
RDG0002153,NODE0044,2023-11-23T23:00:00Z,622.763,235.825,-304.799,34.2,49.615,0.908,26.7,False,True
RDG0002154,NODE0041,2023-08-16T19:00:00Z,497.418,368.691,-46.527,202.39,50.147,0.885,25.4,True,False
RDG0002155,NODE0033,2023-04-02T08:00:00Z,1536.2,50.02,-22.682,99.15,49.888,0.94,43.1,True,True
RDG0002156,NODE0008,2023-02-02T03:00:00Z,326.007,94.612,-18.904,204.46,49.644,0.888,39.1,False,False
RDG0002157,NODE0018,2023-12-16T02:00:00Z,322.43,413.3,0.682,112.36,50.421,0.811,7.4,False,False
RDG0002158,NODE0032,2023-08-12T20:00:00Z,77.965,104.043,-68.101,34.87,50.497,0.798,9.5,True,False
RDG0002159,NODE0001,2023-11-29T08:00:00Z,219.935,367.87,-160.968,427.19,50.399,0.805,7.8,True,False
RDG0002160,NODE0041,2023-01-30T03:00:00Z,459.091,517.23,162.634,71.35,49.627,0.773,16.3,False,False
RDG0002161,NODE0044,2023-06-01T23:00:00Z,807.102,1110.723,369.385,59.99,50.482,0.884,-4.2,False,False
RDG0002162,NODE0020,2023-02-13T14:00:00Z,466.865,731.38,389.087,11.92,50.253,0.984,43.8,False,False
RDG0002163,NODE0004,2023-05-16T11:00:00Z,225.536,557.64,161.449,112.81,50.319,0.944,23.1,False,True
RDG0002164,NODE0038,2023-10-26T22:00:00Z,22.486,11.529,11.058,30.05,49.732,0.993,34.2,False,False
RDG0002165,NODE0023,2023-10-19T01:00:00Z,247.786,127.382,-224.366,66.98,49.525,0.94,2.8,False,False
RDG0002166,NODE0047,2023-10-19T16:00:00Z,673.177,574.806,626.316,31.14,50.113,0.87,31.7,False,False
RDG0002167,NODE0043,2023-05-23T04:00:00Z,80.954,33.092,-7.111,389.28,50.417,0.9,28.7,False,False
RDG0002168,NODE0043,2023-10-27T19:00:00Z,21.764,47.443,-67.869,34.81,50.211,0.784,35.6,True,False
RDG0002169,NODE0036,2023-09-09T10:00:00Z,1148.613,824.78,347.953,36.27,49.727,0.825,10.7,False,False
RDG0002170,NODE0005,2023-08-25T20:00:00Z,336.231,136.401,203.505,108.52,49.524,0.867,1.4,True,False
RDG0002171,NODE0025,2023-11-18T11:00:00Z,1225.894,672.194,-31.358,387.63,50.072,0.886,25.8,False,False
RDG0002172,NODE0018,2023-03-20T10:00:00Z,206.614,215.01,42.824,35.96,49.577,0.916,12.2,False,False
RDG0002173,NODE0005,2023-07-15T16:00:00Z,478.061,53.04,55.52,63.36,50.168,0.847,38.9,False,False
RDG0002174,NODE0017,2023-05-19T20:00:00Z,1060.008,1238.51,620.42,34.56,50.091,0.93,-3.1,True,False
RDG0002175,NODE0019,2023-06-14T18:00:00Z,257.825,204.608,250.213,372.13,49.848,0.983,-8.4,True,False
RDG0002176,NODE0025,2023-05-08T18:00:00Z,201.558,1540.006,-517.042,10.9,50.1,0.844,12.9,True,False
RDG0002177,NODE0005,2023-01-02T00:00:00Z,74.855,168.133,-136.57,31.29,50.311,0.98,-2.6,False,False
RDG0002178,NODE0009,2023-05-31T07:00:00Z,288.251,631.276,245.745,35.64,50.225,0.993,20.5,True,False
RDG0002179,NODE0032,2023-09-02T10:00:00Z,104.553,2.735,24.198,10.9,49.827,0.909,5.2,False,False
RDG0002180,NODE0008,2023-07-07T06:00:00Z,210.63,442.232,59.136,69.65,49.563,0.826,11.7,False,False
RDG0002181,NODE0028,2023-07-29T16:00:00Z,47.778,275.87,-229.645,101.42,49.746,0.938,10.9,False,False
RDG0002182,NODE0037,2023-09-01T12:00:00Z,1295.845,1133.273,-279.532,67.76,50.083,0.789,0.0,False,False
RDG0002183,NODE0025,2023-06-29T08:00:00Z,1403.763,516.332,1325.991,207.52,49.823,0.993,30.9,True,False
RDG0002184,NODE0022,2023-02-13T09:00:00Z,17.705,23.784,-2.506,69.72,50.279,0.981,4.1,True,False
RDG0002185,NODE0026,2023-11-25T10:00:00Z,54.655,207.243,-153.559,66.96,49.969,0.81,2.8,False,False
RDG0002186,NODE0024,2023-07-08T09:00:00Z,611.141,1194.787,475.819,68.46,50.08,0.799,9.7,True,False
RDG0002187,NODE0017,2023-11-09T15:00:00Z,803.387,712.619,-455.037,31.11,50.375,0.752,-9.2,False,False
RDG0002188,NODE0019,2023-06-16T11:00:00Z,117.036,172.743,4.218,11.03,50.198,0.951,17.6,False,True
RDG0002189,NODE0007,2023-11-24T23:00:00Z,1901.687,169.026,1495.486,10.09,50.438,0.813,13.8,False,False
RDG0002190,NODE0027,2023-04-27T14:00:00Z,1021.455,1529.477,997.537,11.66,50.049,0.774,23.8,False,False
RDG0002191,NODE0041,2023-12-25T01:00:00Z,215.672,202.943,-7.132,10.9,49.907,0.887,36.1,False,False
RDG0002192,NODE0028,2023-05-16T02:00:00Z,83.337,275.745,58.75,35.92,50.207,0.799,12.2,False,True
RDG0002193,NODE0012,2023-05-14T06:00:00Z,97.435,1722.923,-678.267,386.82,50.191,0.834,28.2,False,False
RDG0002194,NODE0009,2023-04-25T19:00:00Z,309.324,102.544,-1.04,102.37,49.909,0.759,7.3,True,False
RDG0002195,NODE0021,2023-04-07T17:00:00Z,17.346,893.15,-347.685,35.59,50.349,0.88,-2.9,True,False
RDG0002196,NODE0018,2023-01-26T12:00:00Z,15.328,155.445,-407.47,33.57,50.165,0.762,10.8,False,True
RDG0002197,NODE0007,2023-02-01T15:00:00Z,1675.673,224.396,1266.311,33.23,49.724,0.775,2.5,False,False
RDG0002198,NODE0024,2023-05-04T22:00:00Z,835.975,1544.717,647.212,31.12,50.233,0.814,35.8,False,False
RDG0002199,NODE0044,2023-07-13T09:00:00Z,520.68,338.382,230.588,64.68,50.109,0.857,-9.7,True,False
RDG0002200,NODE0038,2023-12-16T12:00:00Z,11.009,4.949,6.558,200.4,50.451,0.812,31.3,False,False
RDG0002201,NODE0041,2023-06-15T13:00:00Z,186.459,385.985,-242.736,213.86,49.972,0.808,12.3,False,False
RDG0002202,NODE0022,2023-05-02T05:00:00Z,24.234,23.859,14.41,233.82,50.347,0.817,32.0,False,False
RDG0002203,NODE0011,2023-09-10T09:00:00Z,627.901,695.515,220.563,112.63,49.916,0.776,16.0,True,False
RDG0002204,NODE0015,2023-06-20T03:00:00Z,608.178,874.85,50.315,105.35,50.277,0.987,40.8,False,False
RDG0002205,NODE0028,2023-08-05T22:00:00Z,227.421,115.28,36.054,415.9,50.426,0.782,24.9,False,False
RDG0002206,NODE0036,2023-08-20T11:00:00Z,932.005,192.019,679.61,119.04,49.994,0.898,6.4,False,False
RDG0002207,NODE0031,2023-02-25T20:00:00Z,20.569,60.092,-64.101,35.86,50.245,0.887,2.4,True,False
RDG0002208,NODE0014,2023-07-15T15:00:00Z,491.264,392.849,-404.489,208.84,49.526,0.946,11.6,False,False
RDG0002209,NODE0010,2023-07-22T02:00:00Z,263.413,274.933,153.315,224.77,50.287,0.769,-4.7,False,False
RDG0002210,NODE0044,2023-12-08T09:00:00Z,130.152,615.041,-1091.038,412.46,49.962,0.757,-8.7,True,False
RDG0002211,NODE0031,2023-03-31T07:00:00Z,49.834,61.912,28.032,11.73,50.443,0.818,23.7,True,False
RDG0002212,NODE0036,2023-01-14T00:00:00Z,692.747,174.377,-219.293,11.16,49.632,0.781,5.7,False,False
RDG0002213,NODE0038,2023-07-23T07:00:00Z,20.045,11.316,15.336,33.94,50.249,0.998,24.8,True,False
RDG0002214,NODE0045,2023-07-22T10:00:00Z,20.427,24.044,-33.961,10.32,49.96,0.937,22.2,False,False
RDG0002215,NODE0041,2023-07-25T04:00:00Z,7.646,266.428,-378.211,400.45,49.58,0.917,-0.0,False,False
RDG0002216,NODE0045,2023-09-19T15:00:00Z,42.613,33.632,37.369,392.8,49.526,0.92,20.3,False,False
RDG0002217,NODE0022,2023-05-31T15:00:00Z,14.582,0.799,-8.647,60.82,50.285,0.893,-3.8,False,False
RDG0002218,NODE0037,2023-07-05T18:00:00Z,1289.353,59.74,-40.492,30.98,49.772,0.818,16.2,True,False
RDG0002219,NODE0031,2023-05-21T00:00:00Z,125.654,35.928,21.327,210.38,50.045,0.923,-5.1,False,True
RDG0002220,NODE0005,2023-10-24T09:00:00Z,264.78,116.136,225.133,209.05,49.591,0.85,43.6,True,False
RDG0002221,NODE0042,2023-02-26T16:00:00Z,179.488,11.063,107.021,35.63,50.394,0.76,19.1,False,False
RDG0002222,NODE0027,2023-03-23T06:00:00Z,653.993,880.663,600.631,240.45,50.102,0.812,-2.1,False,False
RDG0002223,NODE0017,2023-12-09T15:00:00Z,1367.51,1427.409,905.68,31.42,50.496,0.802,0.9,False,False
RDG0002224,NODE0004,2023-11-23T08:00:00Z,318.362,377.942,44.933,239.33,49.6,0.98,11.0,True,False
RDG0002225,NODE0021,2023-11-25T01:00:00Z,89.834,637.667,11.33,32.97,50.377,0.946,-4.6,False,False
RDG0002226,NODE0002,2023-04-03T09:00:00Z,22.213,33.96,-41.283,205.11,50.056,0.914,5.9,True,False
RDG0002227,NODE0009,2023-12-31T06:00:00Z,492.865,678.074,152.634,432.69,49.575,0.982,1.7,False,False
RDG0002228,NODE0031,2023-12-15T05:00:00Z,48.384,49.968,-64.558,10.31,49.739,0.947,-5.6,False,False
RDG0002229,NODE0020,2023-03-17T21:00:00Z,994.981,573.353,-188.877,36.29,49.75,0.788,9.2,False,True
RDG0002230,NODE0005,2023-06-12T02:00:00Z,44.2,179.97,-133.615,392.88,49.933,0.915,11.4,False,False
RDG0002231,NODE0036,2023-06-22T21:00:00Z,1014.511,420.104,-229.521,374.04,49.997,0.828,-5.9,False,False
RDG0002232,NODE0041,2023-09-06T00:00:00Z,190.683,485.583,146.883,229.13,50.043,0.926,5.2,False,False
RDG0002233,NODE0023,2023-10-18T18:00:00Z,188.81,136.533,-86.945,35.97,50.481,0.758,-4.2,True,False
RDG0002234,NODE0028,2023-11-05T04:00:00Z,118.623,226.222,-18.422,214.09,49.796,0.786,44.5,False,False
RDG0002235,NODE0041,2023-02-28T23:00:00Z,307.04,262.591,217.243,113.38,49.867,0.815,38.1,False,False
RDG0002236,NODE0002,2023-01-30T05:00:00Z,6.076,62.88,-41.79,31.51,49.505,0.955,18.0,False,False
RDG0002237,NODE0012,2023-06-27T22:00:00Z,72.812,1258.469,-726.863,11.68,49.503,0.91,34.7,False,False
RDG0002238,NODE0035,2023-02-10T06:00:00Z,181.794,267.23,-35.664,30.36,50.036,0.752,12.4,False,False
RDG0002239,NODE0033,2023-03-17T23:00:00Z,229.286,1639.248,-1013.27,30.62,50.052,0.795,20.6,False,False
RDG0002240,NODE0001,2023-07-09T14:00:00Z,234.249,430.825,-27.335,213.75,50.091,0.824,-9.9,False,False
RDG0002241,NODE0003,2023-07-02T22:00:00Z,202.979,360.097,100.598,11.86,50.205,0.984,9.1,False,True
RDG0002242,NODE0050,2023-08-03T15:00:00Z,169.921,846.091,-655.609,35.82,50.266,0.883,-2.8,False,True
RDG0002243,NODE0028,2023-07-17T11:00:00Z,40.122,238.771,-186.611,240.09,50.481,0.9,15.5,False,False
RDG0002244,NODE0002,2023-03-29T03:00:00Z,67.83,1.259,62.502,11.87,50.122,0.978,29.2,False,False
RDG0002245,NODE0016,2023-07-25T16:00:00Z,150.087,647.223,-1325.59,232.61,50.261,0.774,26.1,False,False
RDG0002246,NODE0031,2023-10-07T21:00:00Z,105.023,37.793,-11.018,10.18,49.675,0.91,27.1,False,False
RDG0002247,NODE0015,2023-01-16T09:00:00Z,579.908,1137.188,-168.765,433.02,50.21,0.756,44.7,True,False
RDG0002248,NODE0036,2023-03-20T18:00:00Z,831.939,121.304,-194.732,409.65,49.945,0.983,39.7,True,False
RDG0002249,NODE0039,2023-01-10T09:00:00Z,567.866,591.008,-7.526,106.58,50.284,0.898,6.8,True,True
RDG0002250,NODE0035,2023-07-09T22:00:00Z,50.449,241.952,50.27,108.22,50.066,0.762,6.4,False,False
RDG0002251,NODE0034,2023-10-20T23:00:00Z,16.764,75.666,-38.241,106.29,49.741,0.863,5.0,False,False
RDG0002252,NODE0003,2023-02-26T15:00:00Z,179.064,64.569,-6.866,119.38,50.164,0.767,22.3,False,False
RDG0002253,NODE0004,2023-04-06T13:00:00Z,201.393,357.515,-86.879,375.56,49.898,0.903,25.2,False,False
RDG0002254,NODE0019,2023-07-03T21:00:00Z,79.994,205.463,-52.463,71.4,50.303,0.953,19.2,False,False
RDG0002255,NODE0016,2023-04-07T03:00:00Z,1751.545,338.485,1165.435,9.91,49.774,0.864,-3.1,False,False
RDG0002256,NODE0047,2023-08-14T23:00:00Z,241.389,665.073,-39.745,202.75,49.838,0.865,36.5,False,False
RDG0002257,NODE0002,2023-09-20T06:00:00Z,12.745,36.526,-46.473,59.6,49.665,0.863,3.2,False,False
RDG0002258,NODE0015,2023-04-09T13:00:00Z,933.48,508.325,31.285,32.07,50.348,0.831,19.6,False,False
RDG0002259,NODE0034,2023-09-22T02:00:00Z,256.873,317.215,-777.666,102.08,49.892,0.976,28.0,False,False
RDG0002260,NODE0006,2023-10-30T03:00:00Z,93.717,288.02,-470.772,33.66,49.526,0.772,15.5,False,False
RDG0002261,NODE0008,2023-09-03T04:00:00Z,490.784,423.274,-154.406,32.22,49.975,0.998,-9.7,False,False
RDG0002262,NODE0009,2023-08-31T07:00:00Z,806.31,1041.975,676.371,31.22,50.0,0.826,32.9,True,False
RDG0002263,NODE0001,2023-05-07T06:00:00Z,75.204,207.865,-258.695,200.14,49.739,0.811,10.6,False,False
RDG0002264,NODE0032,2023-11-29T14:00:00Z,14.357,10.468,4.509,361.73,50.082,0.835,-4.5,False,False
RDG0002265,NODE0012,2023-08-21T10:00:00Z,676.589,1289.926,172.124,219.66,50.24,0.838,23.0,False,True
RDG0002266,NODE0047,2023-11-03T20:00:00Z,408.917,438.76,-225.257,62.4,50.294,0.836,34.2,True,False
RDG0002267,NODE0009,2023-06-09T23:00:00Z,88.883,413.142,-584.388,218.48,50.268,0.821,10.7,False,False
RDG0002268,NODE0047,2023-07-16T13:00:00Z,591.366,313.331,39.168,60.96,50.445,0.838,27.3,False,False
RDG0002269,NODE0006,2023-11-05T03:00:00Z,577.992,253.921,328.337,10.84,49.845,0.915,25.6,False,False
RDG0002270,NODE0005,2023-03-27T08:00:00Z,14.216,308.697,-282.829,425.71,49.821,0.887,12.4,True,False
RDG0002271,NODE0047,2023-02-10T20:00:00Z,110.02,173.561,-366.517,391.26,50.047,0.982,-8.7,True,False
RDG0002272,NODE0041,2023-10-19T21:00:00Z,137.791,165.805,35.934,11.4,50.039,0.896,-6.1,False,False
RDG0002273,NODE0025,2023-12-19T19:00:00Z,1245.678,1118.873,610.038,103.85,49.584,0.822,-1.6,True,False
RDG0002274,NODE0013,2023-01-15T17:00:00Z,69.017,1618.391,-352.991,35.18,50.07,0.884,39.9,True,False
RDG0002275,NODE0016,2023-02-19T22:00:00Z,402.777,504.792,-267.12,226.98,50.351,0.845,1.5,False,False
RDG0002276,NODE0049,2023-06-26T00:00:00Z,181.29,1156.937,-172.764,114.03,49.842,0.768,44.2,False,False
RDG0002277,NODE0034,2023-04-06T04:00:00Z,46.804,111.621,-265.029,118.16,50.304,0.791,13.5,False,False
RDG0002278,NODE0012,2023-10-22T06:00:00Z,799.741,1424.812,403.876,11.85,50.305,0.872,44.6,False,False
RDG0002279,NODE0023,2023-05-31T14:00:00Z,465.337,439.876,228.852,426.75,49.892,0.983,11.2,False,False
RDG0002280,NODE0027,2023-06-27T14:00:00Z,855.817,827.298,-96.668,61.51,50.314,0.894,28.9,False,False
RDG0002281,NODE0002,2023-07-29T11:00:00Z,29.777,10.108,29.351,32.43,50.471,0.855,11.1,False,False
RDG0002282,NODE0008,2023-04-08T14:00:00Z,586.81,38.888,284.45,101.78,50.376,0.928,-0.1,False,False
RDG0002283,NODE0048,2023-08-07T03:00:00Z,1358.035,1187.323,227.927,377.24,50.377,0.967,-6.0,False,False
RDG0002284,NODE0008,2023-07-25T14:00:00Z,313.391,561.11,47.206,29.73,50.287,0.823,17.1,False,False
RDG0002285,NODE0045,2023-01-05T06:00:00Z,17.012,20.452,-12.208,33.44,49.874,0.966,6.0,False,True
RDG0002286,NODE0030,2023-01-17T12:00:00Z,270.213,862.257,-432.752,101.06,50.056,0.96,41.9,False,False
RDG0002287,NODE0050,2023-06-15T21:00:00Z,168.896,564.34,-601.655,228.51,50.199,0.817,-6.5,False,False
RDG0002288,NODE0032,2023-10-01T04:00:00Z,129.75,75.428,62.765,32.39,50.171,0.962,33.1,False,False
RDG0002289,NODE0028,2023-05-17T20:00:00Z,1.481,22.971,-45.686,34.94,49.527,0.987,-7.3,True,False
RDG0002290,NODE0019,2023-12-10T15:00:00Z,243.757,33.586,26.815,232.02,49.704,0.998,1.7,False,False
RDG0002291,NODE0044,2023-09-18T02:00:00Z,35.843,1234.27,-224.118,241.0,50.105,0.875,30.7,False,False
RDG0002292,NODE0045,2023-05-22T04:00:00Z,22.605,50.513,-15.354,62.74,50.391,0.969,23.0,False,True
RDG0002293,NODE0036,2023-09-10T21:00:00Z,1142.956,348.823,251.755,30.04,49.646,0.905,32.0,False,False
RDG0002294,NODE0037,2023-05-27T21:00:00Z,659.678,1454.164,-1048.79,11.82,49.608,0.833,11.5,False,False
RDG0002295,NODE0023,2023-12-29T05:00:00Z,345.965,432.617,35.358,11.09,49.717,0.881,18.0,False,True
RDG0002296,NODE0019,2023-06-24T06:00:00Z,169.404,16.262,153.093,62.59,49.906,0.973,8.7,False,False
RDG0002297,NODE0022,2023-05-11T08:00:00Z,12.695,15.905,6.026,113.21,49.81,0.83,17.8,True,False
RDG0002298,NODE0003,2023-01-09T04:00:00Z,46.265,180.968,-371.653,107.39,49.61,0.96,14.8,False,False
RDG0002299,NODE0003,2023-03-04T06:00:00Z,431.679,272.899,362.235,397.01,49.603,0.974,19.0,False,False
RDG0002300,NODE0042,2023-05-20T09:00:00Z,112.516,23.918,90.789,107.05,49.924,0.95,43.8,True,False
RDG0002301,NODE0006,2023-11-17T20:00:00Z,490.505,228.685,279.108,230.38,49.702,0.8,12.8,True,False
RDG0002302,NODE0003,2023-08-08T00:00:00Z,388.053,149.345,-51.243,31.07,49.756,0.911,-6.3,False,False
RDG0002303,NODE0028,2023-08-12T08:00:00Z,149.948,51.133,23.908,32.11,50.487,0.895,22.6,True,False
RDG0002304,NODE0011,2023-07-12T17:00:00Z,126.948,319.063,13.71,397.45,49.982,0.89,-6.3,True,False
RDG0002305,NODE0035,2023-07-02T17:00:00Z,251.21,115.665,120.099,11.81,50.315,0.944,-9.6,True,False
RDG0002306,NODE0022,2023-05-20T14:00:00Z,3.829,20.065,-0.515,115.59,50.093,0.953,2.2,False,False
RDG0002307,NODE0005,2023-09-11T06:00:00Z,435.024,380.909,346.729,203.53,49.871,0.825,-4.1,False,False
RDG0002308,NODE0001,2023-11-15T21:00:00Z,406.883,468.147,403.077,119.15,49.625,0.931,-9.6,False,False
RDG0002309,NODE0049,2023-06-02T18:00:00Z,975.192,1255.083,682.202,109.64,49.969,0.98,42.3,True,False
RDG0002310,NODE0008,2023-12-09T04:00:00Z,209.715,228.751,-287.377,219.15,50.422,0.8,32.9,False,True
RDG0002311,NODE0001,2023-10-30T03:00:00Z,451.25,72.818,427.355,61.27,49.641,0.824,6.0,False,False
RDG0002312,NODE0044,2023-02-05T09:00:00Z,544.963,1029.07,-781.149,114.22,50.485,0.773,24.0,True,False
RDG0002313,NODE0008,2023-11-21T02:00:00Z,77.677,261.536,-359.631,106.7,49.903,0.864,6.3,False,False
RDG0002314,NODE0040,2023-09-15T19:00:00Z,532.295,238.234,240.179,10.49,50.115,0.842,-1.1,True,False
RDG0002315,NODE0009,2023-09-17T07:00:00Z,731.88,391.103,-105.337,409.93,49.682,0.959,21.9,True,False
RDG0002316,NODE0016,2023-01-10T01:00:00Z,891.671,703.464,338.547,113.78,49.55,0.779,17.1,False,False
RDG0002317,NODE0008,2023-02-26T09:00:00Z,650.945,235.716,116.621,10.11,49.897,0.957,-1.7,True,True
RDG0002318,NODE0002,2023-12-11T00:00:00Z,2.393,29.377,-38.637,417.42,49.762,0.867,8.5,False,False
RDG0002319,NODE0036,2023-05-19T18:00:00Z,274.961,360.151,-348.58,103.55,50.394,0.9,-4.1,True,False
RDG0002320,NODE0026,2023-11-19T05:00:00Z,221.497,317.872,72.156,437.62,50.005,0.853,24.8,False,False
RDG0002321,NODE0044,2023-06-13T21:00:00Z,1269.158,35.85,944.697,119.73,50.193,0.954,12.4,False,False
RDG0002322,NODE0010,2023-12-20T22:00:00Z,66.138,182.987,-89.007,235.77,50.402,0.997,17.4,False,False
RDG0002323,NODE0019,2023-01-02T18:00:00Z,10.46,9.129,-223.334,34.16,49.521,0.848,-7.3,True,False
RDG0002324,NODE0043,2023-09-15T08:00:00Z,73.62,29.789,18.704,66.79,49.78,0.956,17.3,True,False
RDG0002325,NODE0026,2023-05-19T12:00:00Z,283.462,341.534,13.037,31.01,49.82,0.855,26.1,False,False
RDG0002326,NODE0025,2023-05-18T01:00:00Z,1403.643,154.588,1302.994,229.78,49.552,0.955,22.4,False,False
RDG0002327,NODE0036,2023-10-30T16:00:00Z,649.269,906.062,-359.502,211.63,50.467,0.793,25.4,False,False
RDG0002328,NODE0022,2023-07-10T05:00:00Z,1.567,13.213,-21.356,231.26,50.183,0.905,2.7,False,False
